t_date,cust_id,t_amt,services,products_used,city,state,t_details
11-20-2015,4007465,37.9,Gymnastics,Balance Beams,Jackson,Mississippi,credit
12-01-2015,4004262,133.99,Exercise & Fitness,Exercise Balls,Montgomery,Alabama,credit
10-25-2015,4001681,41.39,Exercise & Fitness,Jump Ropes,Berkeley,California,credit
02-03-2015,4009918,47.9,Combat Sports,Martial Arts,Portland,Oregon,credit
02-18-2015,4002462,20.01,Team Sports,Team Handball,Des Moines,Iowa,credit
09-11-2015,4009385,93.13,Outdoor Play Equipment,Playhouses,Charlotte,North Carolina,credit
04-03-2015,4008842,177.23,Exercise & Fitness,Exercise Bands,New Orleans,Louisiana,credit
08-20-2015,4007436,92.03,Jumping,Pogo Sticks,Denver  ,Colorado,credit
10-10-2015,4006382,42.11,Jumping,Trampoline Accessories,Kansas City,Kansas,credit
02-28-2015,4005929,67.5,Outdoor Recreation,Riding Scooters,Kansas City,Kansas,credit
11-12-2015,4003099,101.11,Gymnastics,Gymnastics Bars,Green Bay,Wisconsin,credit
08-15-2015,4007246,89.38,Indoor Games,Billiards,Midland,Texas,credit
09-25-2015,4002702,26.77,Racquet Sports,Racquetball,Bellevue,Washington,credit
03-12-2015,4007194,113.55,Exercise & Fitness,Weightlifting Machine Accessories,Pittsburgh,Pennsylvania,credit
10-16-2015,4009238,158.04,Winter Sports,Sledding,Boston,Massachusetts,credit
12-28-2015,4001826,41.39,Games,Dominoes,Midland,Texas,credit
03-28-2015,4004363,129.71,Team Sports,Basketball,Paterson,New Jersey,credit
09-17-2015,4003813,95.52,Winter Sports,Snowshoeing,Kansas City,Kansas,credit
12-17-2015,4007301,17.11,Gymnastics,Springboards,Des Moines,Iowa,cash
04-22-2015,4002693,145.41,Exercise & Fitness,Exercise Balls,Memphis,Tennessee,credit
06-25-2015,4006126,70.72,Exercise & Fitness,Exercise Bands,Fremont,California,credit
08-08-2015,4003598,21.68,Gymnastics,Vaulting Horses,Columbia,South Carolina,cash
02-17-2015,4008302,127.14,Outdoor Play Equipment,Sandboxes,Green Bay,Wisconsin,credit
05-12-2015,4007607,192.32,Outdoor Recreation,Golf,West Valley City,Utah,credit
05-30-2015,4005102,100.34,Winter Sports,Snowboarding,Long Beach,California,credit
12-01-2015,4000658,128.54,Team Sports,Beach Volleyball,Paterson,New Jersey,credit
07-18-2015,4001325,62.1,Outdoor Play Equipment,Lawn Water Slides,New Orleans,Louisiana,credit
03-04-2015,4003857,196.22,Exercise & Fitness,Stopwatches,Pasadena,California,credit
08-29-2015,4008179,85.34,Exercise & Fitness,Weightlifting Gloves,Dallas,Texas,credit
12-10-2015,4007477,154.83,Gymnastics,Springboards,Lexington,Kentucky,credit
07-09-2015,4004826,81.51,Outdoor Recreation,Track & Field,Minneapolis,Minnesota,credit
10-08-2015,4006997,124.1,Gymnastics,Gymnastics Mats,Salt Lake City,Utah,credit
06-12-2015,4000138,97.28,Outdoor Recreation,Riding Scooters,Atlanta,Georgia,credit
11-28-2015,4002945,97.24,Team Sports,Basketball,Salem,Oregon,credit
02-26-2015,4004423,25.5,Water Sports,Windsurfing,Houston,Texas,cash
01-03-2015,4000210,154.1,Games,Card Games,Irvine,California,credit
08-08-2015,4009491,169.52,Winter Sports,Cross-Country Skiing,St. Louis  ,Missouri,credit
06-03-2015,4000900,89.43,Puzzles,Mechanical Puzzles,Pasadena,Texas,credit
07-09-2015,4003798,35.74,Outdoor Recreation,Skating,Overland Park,Kansas,cash
05-16-2015,4006196,22.4,Winter Sports,Cross-Country Skiing,Las Vegas,Nevada,cash
01-30-2015,4006826,194.34,Outdoor Recreation,Camping & Backpacking & Hiking,San Francisco,California,credit
06-24-2015,4007193,103.38,Team Sports,Hockey,Alexandria  ,Virginia,credit
01-08-2015,4002627,177.74,Water Sports,Life Jackets,Scottsdale,Arizona,credit
03-31-2015,4002257,176.5,Water Sports,Scuba Diving & Snorkeling,Rockford,Illinois,credit
12-12-2015,4003272,197.54,Gymnastics,Springboards,Reno,Nevada,credit
02-26-2015,4006495,18.35,Outdoor Recreation,Shooting Games,Springfield,Illinois,cash
01-08-2015,4008272,86.45,Exercise & Fitness,Cardio Machine Accessories,West Valley City,Utah,credit
10-22-2015,4002350,111.3,Indoor Games,Table Shuffleboard,Boise,Idaho,credit
05-17-2015,4004853,158.65,Team Sports,Beach Volleyball,Minneapolis,Minnesota,credit
08-19-2015,4000304,162.9,Jumping,Bungee Jumping,Kansas City,Missouri,credit
06-12-2015,4000290,55.6,Gymnastics,Balance Beams,Detroit,Michigan,credit
12-12-2015,4009947,64.34,Team Sports,Soccer,Irvine,California,credit
01-31-2015,4003468,65.55,Indoor Games,Table Shuffleboard,San Jose,California,credit
03-13-2015,4007592,148.73,Indoor Games,Foosball,Jersey City,New Jersey,credit
11-05-2015,4002269,177.92,Water Sports,Water Tubing,Orange,California,credit
02-18-2015,4008835,42.37,Indoor Games,Air Hockey,San Diego,California,cash
07-14-2015,4007345,127.6,Outdoor Recreation,Shooting Games,Louisville,Kentucky,credit
05-12-2015,4000803,17.25,Team Sports,Indoor Volleyball,Honolulu  ,Hawaii,cash
05-01-2015,4006971,11.15,Outdoor Recreation,Running,Cambridge,Massachusetts,cash
03-04-2015,4000363,183.63,Winter Sports,Downhill Skiing,Montgomery,Alabama,credit
05-30-2015,4009551,166.84,Combat Sports,Martial Arts,Richmond  ,Virginia,credit
12-11-2015,4005016,180.6,Winter Sports,Luge,Houston,Texas,credit
10-22-2015,4001067,51.12,Outdoor Recreation,Rock Climbing,Berkeley,California,credit
03-27-2015,4008532,118.1,Team Sports,Football,Philadelphia,Pennsylvania,credit
01-26-2015,4005483,61.64,Outdoor Recreation,Disc Golf,San Antonio,Texas,credit
04-21-2015,4004480,122.88,Air Sports,Hang Gliding,Las Vegas,Nevada,credit
04-19-2015,4000448,181.08,Games,Mahjong,Pasadena,Texas,credit
03-28-2015,4007544,157.43,Team Sports,Indoor Volleyball,Stamford,Connecticut,credit
04-02-2015,4007894,177.41,Water Sports,Swimming,Memphis,Tennessee,credit
05-08-2015,4001407,195.58,Water Sports,Water Tubing,Salem,Oregon,credit
05-08-2015,4009802,102.02,Outdoor Play Equipment,Water Tables,Chicago,Illinois,credit
12-12-2015,4009089,36.34,Exercise & Fitness,Weightlifting Belts,Memphis,Tennessee,cash
09-19-2015,4007150,173.68,Outdoor Play Equipment,Playhouses,Chicago,Illinois,credit
05-06-2015,4009064,102.37,Team Sports,Cricket,Madison,Wisconsin,credit
03-24-2015,4007065,161.49,Gymnastics,Vaulting Horses,Irving,Texas,credit
10-11-2015,4009143,8.95,Team Sports,Beach Volleyball,Huntsville,Alabama,credit
06-18-2015,4000765,131.47,Indoor Games,Table Shuffleboard,Detroit,Michigan,credit
06-15-2015,4003200,43.58,Outdoor Recreation,Equestrian,Phoenix,Arizona,credit
03-18-2015,4009216,23.9,Outdoor Recreation,Golf,Richmond  ,Virginia,credit
04-04-2015,4004776,55.71,Outdoor Recreation,Lawn Games,San Francisco,California,credit
10-27-2015,4005139,99.33,Air Sports,Parachutes,Cambridge,Massachusetts,credit
05-19-2015,4002237,154.59,Exercise & Fitness,Foam Rollers,Kansas City,Kansas,credit
03-06-2015,4006006,187.3,Outdoor Play Equipment,Outdoor Playsets,Baltimore,Maryland,credit
07-15-2015,4008095,100.36,Winter Sports,Luge,Louisville,Kentucky,credit
02-01-2015,4002127,15.97,Winter Sports,Snowshoeing,Bellevue,Washington,credit
03-20-2015,4001278,19.13,Exercise & Fitness,Cardio Machines,Denton,Texas,credit
09-12-2015,4001010,152.12,Outdoor Recreation,Riding Scooters,San Antonio,Texas,credit
04-10-2015,4006111,171.04,Dancing,Ballet Bars,New Orleans,Louisiana,credit
03-08-2015,4006158,81.19,Water Sports,Wetsuits,Centennial,Colorado,credit
09-05-2015,4000188,49.92,Exercise & Fitness,Cardio Machines,El Paso,Texas,credit
01-05-2015,4000153,179.07,Puzzles,Jigsaw Puzzles,New Orleans,Louisiana,credit
04-01-2015,4001632,160.37,Outdoor Recreation,Shooting Games,Clarksville,Tennessee,credit
09-02-2015,4001653,11.35,Exercise & Fitness,Weightlifting Gloves,Phoenix,Arizona,credit
08-27-2015,4001458,12.98,Exercise & Fitness,Yoga & Pilates,Charlotte,North Carolina,credit
07-17-2015,4003897,143.32,Outdoor Recreation,Fishing,Charlotte,North Carolina,credit
12-07-2015,4007368,151.21,Team Sports,Beach Volleyball,Charlotte,North Carolina,credit
07-05-2015,4000995,78.91,Exercise & Fitness,Medicine Balls,Charlotte,North Carolina,credit
09-07-2015,4007015,135.41,Winter Sports,Snowmobiling,Pasadena,California,credit
03-23-2015,4003198,88.71,Team Sports,Football,Cincinnati,Ohio,credit
03-05-2015,4005987,82.83,Water Sports,Water Polo,Austin,Texas,credit
01-05-2015,4008306,44.85,Combat Sports,Boxing,Salem,Oregon,credit
10-01-2015,4005887,27.91,Games,Card Games,Dallas,Texas,credit
05-13-2015,4003958,5.25,Games,Card Games,Denton,Texas,credit
07-24-2015,4006620,26.14,Games,Dominoes,Coral Springs,Florida,credit
01-04-2015,4006611,175.79,Winter Sports,Snowboarding,Scottsdale,Arizona,credit
02-17-2015,4003085,48.34,Outdoor Recreation,Skateboarding,Green Bay,Wisconsin,credit
09-17-2015,4009620,149.5,Team Sports,Lacrosse,Dayton,Ohio,credit
01-28-2015,4003123,156.99,Indoor Games,Table Shuffleboard,Milwaukee,Wisconsin,credit
06-22-2015,4009809,101.45,Water Sports,Boating,Kansas City,Kansas,credit
08-19-2015,4007157,121.94,Team Sports,Indoor Volleyball,Jacksonville ,Florida,credit
04-12-2015,4001796,156.68,Water Sports,Windsurfing,Philadelphia,Pennsylvania,credit
09-21-2015,4000838,72.65,Racquet Sports,Racquetball,Charlotte,North Carolina,credit
10-02-2015,4004274,46.15,Water Sports,Swimming,Montgomery,Alabama,credit
10-19-2015,4005165,50.64,Indoor Games,Table Shuffleboard,Oklahoma City,Oklahoma,credit
07-29-2015,4008723,74.27,Winter Sports,Cross-Country Skiing,Anaheim,California,credit
08-19-2015,4007180,193.86,Outdoor Recreation,Lawn Games,Hartford,Connecticut,credit
02-28-2015,4003472,55.98,Outdoor Recreation,Motorsports,Charlotte,North Carolina,credit
12-30-2015,4008531,35.47,Exercise & Fitness,Exercise Balls,Minneapolis,Minnesota,cash
03-12-2015,4001170,170.88,Team Sports,Cricket,Omaha,Nebraska,credit
02-10-2015,4006552,178.5,Exercise & Fitness,Cardio Machine Accessories,Lowell,Massachusetts,credit
10-24-2015,4002503,171.62,Gymnastics,Springboards,Durham,North Carolina,credit
05-14-2015,4000530,195.2,Water Sports,Whitewater Rafting,Tampa,Florida,credit
02-18-2015,4000461,194.73,Exercise & Fitness,Stopwatches,San Antonio,Texas,credit
09-20-2015,4000967,182.16,Team Sports,Football,Tampa,Florida,credit
07-27-2015,4003847,179.03,Indoor Games,Air Hockey,Stamford,Connecticut,credit
10-25-2015,4002346,172.92,Indoor Games,Bowling,Madison,Wisconsin,credit
09-15-2015,4006490,194.85,Gymnastics,Gymnastics Mats,Jackson,Mississippi,credit
04-09-2015,4007234,71.88,Combat Sports,Wrestling,Midland,Texas,credit
05-17-2015,4003625,133.25,Games,Dice & Dice Sets,Orange,California,credit
01-22-2015,4003810,188.81,Combat Sports,Wrestling,Reno,Nevada,credit
10-07-2015,4006092,173.32,Games,Portable Electronic Games,Vancouver,Washington,credit
12-10-2015,4003890,85.59,Exercise & Fitness,Foam Rollers,Cleveland,Ohio,credit
07-12-2015,4009996,7.85,Gymnastics,Gymnastics Mats,Springfield,Illinois,cash
09-18-2015,4000278,197.92,Outdoor Recreation,Cycling,Long Beach,California,credit
10-10-2015,4008133,115.22,Games,Bingo Sets,Oklahoma City,Oklahoma,credit
06-17-2015,4009826,198.01,Water Sports,Whitewater Rafting,Huntsville,Alabama,credit
04-08-2015,4007721,79.88,Gymnastics,Pommel Horses,Gresham,Oregon,credit
03-04-2015,4002027,135.45,Outdoor Recreation,Riding Scooters,Columbia,Missouri,credit
04-08-2015,4007079,133.08,Outdoor Recreation,Deck Shuffleboard,Scottsdale,Arizona,credit
05-17-2015,4005974,147.42,Outdoor Recreation,Archery,St. Louis  ,Missouri,credit
06-29-2015,4007839,147.2,Combat Sports,Boxing,Kansas City,Missouri,credit
08-28-2015,4009600,130.19,Water Sports,Surfing,Overland Park,Kansas,credit
07-21-2015,4002536,170.48,Outdoor Play Equipment,Water Tables,Overland Park,Kansas,credit
12-28-2015,4007242,147.77,Combat Sports,Fencing,Lowell,Massachusetts,credit
08-22-2015,4007357,17.4,Gymnastics,Gymnastics Mats,Alexandria  ,Virginia,cash
08-08-2015,4006149,52.11,Outdoor Recreation,Skating,San Antonio,Texas,credit
10-11-2015,4005935,129.33,Water Sports,Towed Water Sports,Flint,Michigan,credit
06-16-2015,4003121,191.75,Exercise & Fitness,Cardio Machine Accessories,Dallas,Texas,credit
07-29-2015,4008845,108.87,Outdoor Recreation,Skateboarding,Columbus,Ohio,credit
09-27-2015,4005289,105.69,Indoor Games,Air Hockey,Seattle,Washington,credit
12-27-2015,4009245,127.9,Winter Sports,Snowshoeing,Milwaukee,Wisconsin,credit
10-09-2015,4002815,172.46,Outdoor Recreation,Camping & Backpacking & Hiking,Midland,Texas,credit
09-17-2015,4000304,191.74,Outdoor Play Equipment,Lawn Water Slides,Columbus,Georgia,credit
12-24-2015,4009760,193.33,Gymnastics,Springboards,Phoenix,Arizona,credit
07-26-2015,4002220,176.17,Exercise & Fitness,Exercise Balls,Vancouver,Washington,credit
05-19-2015,4009206,164.83,Games,Dominoes,Pasadena,California,credit
11-04-2015,4001645,167.45,Team Sports,Hockey,Hampton  ,Virginia,credit
04-15-2015,4008121,80.43,Outdoor Recreation,Deck Shuffleboard,Midland,Texas,credit
02-22-2015,4009911,42.43,Team Sports,Beach Volleyball,Sacramento,California,cash
12-05-2015,4003941,57.11,Games,Bingo Sets,Irving,Texas,credit
10-29-2015,4007602,37.6,Water Sports,Surfing,Detroit,Michigan,cash
01-14-2015,4004449,174.2,Exercise & Fitness,Weightlifting Machine Accessories,Miami,Florida,credit
02-27-2015,4001836,164.2,Games,Portable Electronic Games,Sacramento,California,credit
07-17-2015,4009834,113.3,Team Sports,Hockey,Denton,Texas,credit
09-30-2015,4002580,48.39,Winter Sports,Cross-Country Skiing,Memphis,Tennessee,cash
07-15-2015,4000129,27.33,Exercise & Fitness,Medicine Balls,Bellevue,Washington,cash
04-30-2015,4003814,8.4,Outdoor Recreation,Skating,Phoenix,Arizona,cash
10-05-2015,4004321,8.93,Exercise & Fitness,Free Weight Bars,Jacksonville ,Florida,cash
04-13-2015,4000486,38.45,Outdoor Recreation,Track & Field,Centennial,Colorado,cash
04-12-2015,4007102,195.49,Exercise & Fitness,Gym Mats,Memphis,Tennessee,credit
08-01-2015,4008012,29.89,Winter Sports,Snowboarding,Nashville  ,Tennessee,cash
10-17-2015,4002332,185.3,Exercise & Fitness,Foam Rollers,McKinney,Texas,credit
09-25-2015,4004341,183.54,Jumping,Jumping Stilts,Madison,Wisconsin,credit
08-07-2015,4007349,53.89,Team Sports,Curling,Anaheim,California,credit
06-28-2015,4007265,68.7,Indoor Games,Table Shuffleboard,Oakland,California,credit
05-09-2015,4002751,75.89,Exercise & Fitness,Weightlifting Machine Accessories,Omaha,Nebraska,credit
07-29-2015,4009788,167.25,Air Sports,Hang Gliding,Eugene,Oregon,credit
03-01-2015,4004589,118.06,Outdoor Recreation,Geocaching,Cincinnati,Ohio,credit
10-16-2015,4002780,195.43,Exercise & Fitness,Weightlifting Gloves,Rockford,Illinois,credit
08-23-2015,4005467,118.75,Combat Sports,Martial Arts,Everett,Washington,credit
06-03-2015,4008858,7.79,Jumping,Jumping Stilts,Philadelphia,Pennsylvania,credit
06-23-2015,4000354,112.49,Air Sports,Hang Gliding,Rockford,Illinois,credit
06-13-2015,4000896,129.9,Outdoor Recreation,Disc Golf,Austin,Texas,credit
08-16-2015,4000842,119.31,Team Sports,Team Handball,St. Louis  ,Missouri,credit
02-11-2015,4004445,130.84,Outdoor Recreation,Skating,Charleston,South Carolina,credit
04-15-2015,4008493,177.9,Water Sports,Bodyboarding,Cincinnati,Ohio,credit
06-19-2015,4008108,7.16,Outdoor Play Equipment,Playhouses,Oklahoma City,Oklahoma,credit
08-05-2015,4008684,70.28,Games,Mahjong,Jackson,Mississippi,credit
11-11-2015,4005705,104.25,Outdoor Recreation,Ice Climbing,Milwaukee,Wisconsin,credit
04-30-2015,4002995,193.71,Racquet Sports,Tennis,Kansas City,Kansas,credit
12-02-2015,4007562,170.43,Exercise & Fitness,Free Weights,Irvine,California,credit
08-25-2015,4003449,73.32,Outdoor Play Equipment,Lawn Water Slides,Scottsdale,Arizona,credit
07-14-2015,4003436,60.02,Games,Bingo Sets,Fremont,California,credit
04-15-2015,4002644,161.3,Games,Dominoes,Kansas City,Missouri,credit
10-09-2015,4009990,138.77,Jumping,Trampoline Accessories,Kansas City,Kansas,credit
04-06-2015,4006869,6.61,Gymnastics,Pommel Horses,Brownsville,Texas,credit
10-10-2015,4004360,39.32,Gymnastics,Balance Beams,Midland,Texas,credit
04-19-2015,4001910,186.87,Indoor Games,Ping Pong,Pittsburgh,Pennsylvania,credit
06-16-2015,4001952,102.82,Gymnastics,Balance Beams,Buffalo,New York,credit
07-02-2015,4008045,77.23,Indoor Games,Darts,Centennial,Colorado,credit
01-31-2015,4009528,140.84,Exercise & Fitness,Weight Benches,Columbia,Missouri,credit
07-07-2015,4004227,148.98,Jumping,Jumping Stilts,Vancouver,Washington,credit
10-29-2015,4005915,154.87,Outdoor Recreation,Lawn Games,Long Beach,California,credit
01-11-2015,4004037,194.36,Air Sports,Hang Gliding,Atlanta,Georgia,credit
10-18-2015,4004095,157.55,Games,Card Games,Eugene,Oregon,credit
07-18-2015,4009345,5.82,Racquet Sports,Badminton,Hartford,Connecticut,credit
09-01-2015,4009397,64.5,Indoor Games,Darts,Houston,Texas,credit
12-23-2015,4006621,116.22,Outdoor Play Equipment,Outdoor Playsets,Los Angeles,California,credit
10-31-2015,4002191,71.44,Outdoor Recreation,Shooting Games,Sunnyvale,California,credit
08-14-2015,4004048,136.41,Puzzles,Jigsaw Puzzles,St. Louis  ,Missouri,credit
11-16-2015,4002201,28.8,Exercise & Fitness,Cardio Machines,Lowell,Massachusetts,credit
04-19-2015,4004473,107.56,Exercise & Fitness,Abdominal Equipment,St. Louis  ,Missouri,credit
02-03-2015,4000285,55,Combat Sports,Boxing,Hartford,Connecticut,credit
04-22-2015,4001566,41.5,Gymnastics,Springboards,New Orleans,Louisiana,credit
06-09-2015,4004608,10.83,Jumping,Trampolines,Stamford,Connecticut,credit
12-13-2015,4004125,24.14,Outdoor Recreation,Tetherball,Berkeley,California,credit
08-06-2015,4000380,57.58,Dancing,Ballet Bars,Oklahoma City,Oklahoma,credit
08-20-2015,4001802,176.37,Outdoor Recreation,Camping & Backpacking & Hiking,Berkeley,California,credit
06-21-2015,4006511,27.5,Games,Mahjong,Huntsville,Alabama,cash
08-16-2015,4004724,141.35,Games,Dominoes,Indianapolis ,Indiana,credit
12-02-2015,4007651,148.65,Indoor Games,Bowling,Huntsville,Alabama,credit
02-23-2015,4004711,101.95,Dancing,Ballet Bars,Montgomery,Alabama,credit
12-12-2015,4007911,67.22,Team Sports,Rugby,Berkeley,California,credit
03-14-2015,4008398,166.05,Water Sports,Swimming,Flint,Michigan,credit
11-01-2015,4008990,38.77,Outdoor Play Equipment,Outdoor Playsets,Gresham,Oregon,cash
03-29-2015,4009703,8.6,Racquet Sports,Racquetball,Salt Lake City,Utah,cash
03-02-2015,4007187,55.01,Indoor Games,Darts,Memphis,Tennessee,credit
04-30-2015,4006974,38.72,Games,Poker Chips & Sets,Montgomery,Alabama,cash
12-21-2015,4004782,133.1,Exercise & Fitness,Free Weights,Bellevue,Washington,credit
09-27-2015,4004740,118.81,Indoor Games,Air Hockey,Columbus,Georgia,credit
09-20-2015,4002489,26.59,Indoor Games,Air Hockey,Lincoln,Nebraska,cash
12-13-2015,4009302,46.89,Team Sports,Cricket,Salem,Oregon,cash
12-11-2015,4005755,125.44,Outdoor Play Equipment,Water Tables,Pasadena,Texas,credit
03-10-2015,4002746,115.1,Exercise & Fitness,Weight Benches,Detroit,Michigan,credit
06-25-2015,4001874,179.94,Outdoor Recreation,Camping & Backpacking & Hiking,Irvine,California,credit
04-27-2015,4002425,76.18,Exercise & Fitness,Free Weight Bars,Baltimore,Maryland,credit
07-23-2015,4002516,59.41,Gymnastics,Gymnastics Rings,Hartford,Connecticut,credit
10-09-2015,4007717,98.25,Gymnastics,Gymnastics Rings,Durham,North Carolina,credit
